"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 10월 29일","6,030","5,960","6,040","5,900","63.66K","-0.17%"
"2020년 10월 28일","6,040","5,900","6,040","5,900","57.53K","1.85%"
"2020년 10월 27일","5,930","5,920","6,240","5,920","247.79K","-0.34%"
"2020년 10월 26일","5,950","6,130","6,230","5,950","131.65K","-2.94%"
"2020년 10월 23일","6,130","6,100","6,240","6,030","98.86K","0.49%"
"2020년 10월 22일","6,100","6,060","6,150","6,060","75.62K","-1.13%"
"2020년 10월 21일","6,170","6,100","6,200","6,040","71.78K","1.15%"
"2020년 10월 20일","6,100","6,400","6,500","6,080","579.22K","-0.81%"
"2020년 10월 19일","6,150","6,050","6,150","5,950","94.97K","1.65%"
"2020년 10월 16일","6,050","6,100","6,120","5,970","108.15K","-0.49%"
"2020년 10월 15일","6,080","6,130","6,160","6,000","156.83K","-0.49%"
"2020년 10월 14일","6,110","6,290","6,290","6,110","124.24K","-1.61%"
"2020년 10월 13일","6,210","6,290","6,290","6,160","92.69K","-0.64%"
"2020년 10월 12일","6,250","6,270","6,300","6,170","88.57K","-0.32%"
"2020년 10월 08일","6,270","6,360","6,410","6,220","146.09K","-1.26%"
"2020년 10월 07일","6,350","6,280","6,350","6,230","151.01K","1.93%"
"2020년 10월 06일","6,230","6,400","6,560","6,190","490.08K","-0.32%"
"2020년 10월 05일","6,250","6,090","6,270","6,080","187.64K","-0.16%"
"2020년 09월 29일","6,260","6,210","6,440","6,150","528.15K","3.30%"
"2020년 09월 28일","6,060","5,910","6,090","5,910","137.33K","2.19%"
"2020년 09월 25일","5,930","5,930","6,070","5,810","184.53K","0.17%"
"2020년 09월 24일","5,920","6,000","6,080","5,860","301.09K","-2.79%"
"2020년 09월 23일","6,090","6,230","6,300","6,060","250.31K","-1.62%"
"2020년 09월 22일","6,190","6,260","6,390","6,180","468.84K","-3.73%"
"2020년 09월 21일","6,430","6,570","6,930","6,360","1.41M","-2.43%"
"2020년 09월 20일","6,590","6,590","6,590","6,590","-","0.00%"
"2020년 09월 18일","6,590","6,750","6,980","6,350","1.60M","-1.35%"
"2020년 09월 17일","6,680","6,200","7,580","6,170","14.54M","9.51%"
"2020년 09월 16일","6,100","6,000","6,500","5,960","565.27K","1.84%"
"2020년 09월 15일","5,990","6,030","6,030","5,960","58.70K","-0.50%"
"2020년 09월 14일","6,020","5,970","6,050","5,900","72.20K","0.50%"
"2020년 09월 11일","5,990","5,970","6,060","5,960","76.50K","-0.33%"
"2020년 09월 10일","6,010","6,040","6,040","5,960","58.18K","0.33%"
"2020년 09월 09일","5,990","5,910","6,060","5,900","78.21K","-0.66%"
"2020년 09월 08일","6,030","6,000","6,070","6,000","62.52K","0.00%"
"2020년 09월 07일","6,030","5,950","6,100","5,900","103.21K","1.34%"
"2020년 09월 06일","5,950","5,950","5,950","5,950","-","0.00%"
"2020년 09월 04일","5,950","5,820","6,000","5,820","89.95K","-1.82%"
"2020년 09월 03일","6,060","6,030","6,080","6,000","75.08K","0.50%"
"2020년 09월 02일","6,030","6,000","6,060","5,990","70.56K","0.50%"
"2020년 09월 01일","6,000","6,080","6,080","5,970","70.36K","-0.99%"
"2020년 08월 31일","6,060","6,030","6,130","5,970","87.35K","0.50%"
"2020년 08월 28일","6,030","6,110","6,120","6,000","103.94K","-1.31%"
"2020년 08월 27일","6,110","6,140","6,200","6,000","101.09K","-0.49%"
"2020년 08월 26일","6,140","6,100","6,250","6,040","112.68K","1.99%"
"2020년 08월 25일","6,020","6,020","6,140","5,780","153.96K","0.67%"
"2020년 08월 24일","5,980","6,030","6,030","5,840","71.36K","-0.17%"
"2020년 08월 21일","5,990","5,990","6,090","5,890","87.26K","0.00%"
"2020년 08월 20일","5,990","6,370","6,390","5,860","233.06K","-4.77%"
"2020년 08월 19일","6,290","6,390","6,410","6,220","89.00K","0.96%"
"2020년 08월 18일","6,230","6,670","6,670","6,160","285.38K","-6.60%"
"2020년 08월 17일","6,670","6,670","6,670","6,670","-","0.00%"
"2020년 08월 14일","6,670","6,750","6,790","6,580","204.01K","-1.48%"
"2020년 08월 13일","6,770","6,750","6,880","6,700","311.26K","1.50%"
"2020년 08월 12일","6,670","6,700","6,740","6,620","219.52K","-0.60%"
"2020년 08월 11일","6,710","6,730","6,850","6,670","273.04K","-0.15%"
"2020년 08월 10일","6,720","6,850","6,850","6,650","661.28K","-5.62%"
"2020년 08월 09일","7,120","7,120","7,120","7,120","-","0.00%"
"2020년 08월 07일","7,120","6,850","7,790","6,700","2.70M","3.94%"
"2020년 08월 06일","6,850","6,980","6,980","6,760","212.64K","-0.15%"
"2020년 08월 05일","6,860","6,770","7,120","6,700","733.06K","3.31%"
"2020년 08월 04일","6,640","6,640","6,680","6,570","135.01K","0.15%"
"2020년 08월 03일","6,630","6,770","6,780","6,620","136.56K","-2.07%"
"2020년 08월 02일","6,770","6,770","6,770","6,770","-","0.00%"
"2020년 07월 31일","6,770","6,750","6,910","6,700","115.07K","-0.29%"
"2020년 07월 30일","6,790","6,880","6,920","6,720","108.53K","-0.88%"
"2020년 07월 29일","6,850","6,730","6,850","6,720","136.52K","1.03%"
"2020년 07월 28일","6,780","6,980","7,000","6,780","237.58K","-1.45%"
"2020년 07월 27일","6,880","6,710","6,880","6,660","115.14K","2.99%"
"2020년 07월 24일","6,680","6,740","6,770","6,640","148.81K","-1.91%"
"2020년 07월 23일","6,810","6,890","6,900","6,770","111.80K","-0.44%"
"2020년 07월 22일","6,840","6,840","6,930","6,770","292.55K","1.79%"
"2020년 07월 21일","6,720","6,690","6,810","6,680","80.85K","0.45%"
"2020년 07월 20일","6,690","6,770","6,810","6,680","87.88K","-1.62%"
"2020년 07월 17일","6,800","6,880","6,880","6,790","63.98K","-0.73%"
"2020년 07월 16일","6,850","6,810","6,890","6,790","120.16K","0.15%"
"2020년 07월 15일","6,840","6,830","6,940","6,770","145.43K","0.29%"
"2020년 07월 14일","6,820","6,750","6,820","6,670","96.68K","0.74%"
"2020년 07월 13일","6,770","6,630","6,780","6,630","76.40K","1.65%"
"2020년 07월 10일","6,660","6,720","6,800","6,630","108.75K","-1.48%"
"2020년 07월 09일","6,760","6,760","6,860","6,740","96.33K","0.00%"
"2020년 07월 08일","6,760","6,730","6,760","6,690","85.36K","0.30%"
"2020년 07월 07일","6,740","6,700","6,860","6,700","156.83K","0.00%"
"2020년 07월 06일","6,740","6,750","6,830","6,730","81.39K","-0.15%"
"2020년 07월 03일","6,750","6,740","7,050","6,700","267.22K","-0.15%"
"2020년 07월 02일","6,760","6,710","6,810","6,700","92.07K","0.15%"
"2020년 07월 01일","6,750","6,790","6,920","6,680","159.15K","-0.44%"
"2020년 06월 30일","6,780","6,700","6,900","6,680","167.90K","2.26%"
"2020년 06월 29일","6,630","6,720","6,790","6,600","194.48K","-3.77%"
"2020년 06월 26일","6,890","6,860","6,970","6,820","127.29K","0.44%"
"2020년 06월 25일","6,860","6,840","6,980","6,830","136.88K","-2.00%"
"2020년 06월 24일","7,000","7,090","7,150","6,980","188.07K","-1.27%"
"2020년 06월 23일","7,090","7,120","7,270","7,010","170.45K","0.28%"
"2020년 06월 22일","7,070","7,250","7,260","7,040","154.75K","-1.67%"
"2020년 06월 21일","7,190","7,190","7,190","7,190","-","0.00%"
"2020년 06월 19일","7,190","7,360","7,360","7,180","233.53K","-0.69%"
"2020년 06월 18일","7,240","7,090","7,310","6,990","339.19K","2.12%"
"2020년 06월 17일","7,090","7,010","7,280","6,950","189.72K","-1.39%"
"2020년 06월 16일","7,190","6,770","7,190","6,770","255.39K","6.99%"
"2020년 06월 15일","6,720","7,360","7,400","6,660","360.19K","-8.32%"
"2020년 06월 14일","7,330","7,330","7,330","7,330","-","0.00%"
"2020년 06월 12일","7,330","7,000","7,350","7,000","373.69K","-4.06%"
"2020년 06월 11일","7,640","7,750","7,820","7,630","295.86K","-1.29%"
"2020년 06월 10일","7,740","7,810","7,820","7,700","234.25K","-0.64%"
"2020년 06월 09일","7,790","7,840","7,910","7,720","552.95K","-2.14%"
"2020년 06월 08일","7,960","8,300","8,330","7,930","2.11M","1.27%"
"2020년 06월 07일","7,860","7,860","7,860","7,860","-","0.00%"
"2020년 06월 05일","7,860","7,810","7,870","7,760","273.02K","0.77%"
"2020년 06월 04일","7,800","7,950","7,960","7,800","524.87K","-1.39%"
"2020년 06월 03일","7,910","7,920","8,460","7,810","3.65M","1.80%"
"2020년 06월 02일","7,770","7,830","7,830","7,710","262.74K","0.78%"
"2020년 06월 01일","7,710","7,770","7,860","7,700","490.37K","1.45%"
"2020년 05월 29일","7,600","7,680","8,230","7,540","2.17M","-0.52%"
"2020년 05월 28일","7,640","7,750","7,990","7,510","639.89K","-2.30%"
"2020년 05월 27일","7,820","8,100","8,110","7,800","682.66K","-1.01%"
"2020년 05월 26일","7,900","7,780","7,960","7,700","601.45K","1.80%"
"2020년 05월 25일","7,760","7,630","7,830","7,560","351.05K","1.84%"
"2020년 05월 24일","7,620","7,620","7,620","7,620","-","0.00%"
"2020년 05월 22일","7,620","7,950","7,960","7,610","569.67K","-3.54%"
"2020년 05월 21일","7,900","8,010","8,080","7,890","956.92K","0.13%"
"2020년 05월 20일","7,890","7,900","8,000","7,810","452.05K","-1.50%"
"2020년 05월 19일","8,010","8,380","8,400","8,000","1.89M","0.13%"
"2020년 05월 18일","8,000","7,950","8,120","7,850","2.04M","4.03%"
"2020년 05월 15일","7,690","7,850","7,900","7,500","1.11M","2.95%"
"2020년 05월 14일","7,470","7,590","7,610","7,400","378.77K","-1.58%"
"2020년 05월 13일","7,590","7,530","7,750","7,530","459.81K","-0.26%"
"2020년 05월 12일","7,610","7,780","7,840","7,410","512.02K","-1.68%"
"2020년 05월 11일","7,740","7,850","7,950","7,680","682.38K","-2.89%"
"2020년 05월 10일","7,970","7,970","7,970","7,970","-","0.00%"
"2020년 05월 08일","7,970","8,010","8,070","7,910","784.25K","-0.13%"
"2020년 05월 07일","7,980","8,030","8,340","7,830","1.58M","-0.50%"
"2020년 05월 06일","8,020","8,450","9,200","7,960","8.26M","2.17%"
"2020년 05월 04일","7,850","8,220","8,230","7,780","1.10M","-1.75%"
"2020년 05월 03일","7,990","7,990","7,990","7,990","-","0.00%"
"2020년 04월 29일","7,990","7,720","8,290","7,560","4.42M","5.41%"
"2020년 04월 28일","7,580","7,600","7,660","7,470","774.83K","-3.07%"
"2020년 04월 27일","7,820","7,930","7,950","7,620","813.55K","-0.64%"
"2020년 04월 26일","7,870","7,870","7,870","7,870","-","0.00%"
"2020년 04월 24일","7,870","8,220","8,400","7,700","2.27M","-1.38%"
"2020년 04월 23일","7,980","8,170","8,210","7,780","3.60M","5.14%"
"2020년 04월 22일","7,590","7,330","7,630","7,200","1.25M","-0.78%"
"2020년 04월 21일","7,650","6,990","7,700","6,940","3.24M","5.37%"
"2020년 04월 20일","7,260","7,240","7,400","7,230","789.58K","-2.29%"
"2020년 04월 19일","7,430","7,430","7,430","7,430","-","0.00%"
"2020년 04월 17일","7,430","7,350","7,450","7,270","847.42K","1.36%"
"2020년 04월 16일","7,330","7,110","7,400","7,010","1.18M","-2.01%"
"2020년 04월 15일","7,480","7,480","7,480","7,480","-","0.00%"
"2020년 04월 14일","7,480","7,350","7,950","7,050","3.77M","1.36%"
"2020년 04월 13일","7,380","8,410","8,800","7,230","4.97M","-9.45%"
"2020년 04월 12일","8,150","8,150","8,150","8,150","-","0.00%"
"2020년 04월 10일","8,150","7,830","9,150","7,800","7.77M","-8.32%"
"2020년 04월 09일","8,890","9,080","9,800","8,530","18.00M","6.47%"
"2020년 04월 08일","8,350","7,980","9,000","7,690","7.62M","0.00%"
"2020년 04월 07일","8,350","8,300","9,120","8,020","9.32M","-5.11%"
"2020년 04월 06일","8,800","7,020","8,800","6,900","26.50M","29.99%"
"2020년 04월 05일","6,770","6,770","6,770","6,770","-","0.00%"
"2020년 04월 03일","6,770","7,860","8,130","6,660","17.98M","3.04%"
"2020년 04월 02일","6,570","5,540","6,570","5,210","15.25M","29.84%"
"2020년 04월 01일","5,060","5,190","5,570","4,850","1.38M","-4.17%"
"2020년 03월 31일","5,280","4,840","5,430","4,730","2.28M","9.77%"
"2020년 03월 30일","4,810","4,480","4,810","4,410","818.16K","1.26%"
"2020년 03월 29일","4,750","4,750","4,750","4,750","-","0.00%"
"2020년 03월 27일","4,750","4,610","5,000","4,520","1.68M","3.71%"
"2020년 03월 26일","4,580","4,620","4,760","4,420","1.03M","2.12%"
"2020년 03월 25일","4,485","4,445","4,650","4,330","1.37M","3.94%"
"2020년 03월 24일","4,315","4,320","4,360","4,100","868.43K","6.54%"
"2020년 03월 23일","4,050","3,580","4,370","3,475","1.75M","1.89%"
"2020년 03월 22일","3,975","3,975","3,975","3,975","-","0.00%"
"2020년 03월 20일","3,975","3,860","4,155","3,700","1.96M","20.45%"
"2020년 03월 19일","3,300","3,830","3,900","3,040","539.38K","-13.50%"
"2020년 03월 18일","3,815","4,005","4,145","3,815","368.76K","-5.92%"
"2020년 03월 17일","4,055","3,515","4,080","3,510","378.25K","1.38%"
"2020년 03월 16일","4,000","4,130","4,300","4,000","499.15K","-3.15%"
"2020년 03월 15일","4,130","4,130","4,130","4,130","-","0.00%"
"2020년 03월 13일","4,130","4,160","4,305","3,715","715.89K","-10.61%"
"2020년 03월 12일","4,620","5,150","5,210","4,620","781.76K","-7.60%"
"2020년 03월 11일","5,000","5,230","5,260","4,900","824.72K","-0.20%"
"2020년 03월 10일","5,010","4,800","5,040","4,550","590.99K","0.00%"
"2020년 03월 09일","5,010","5,330","5,380","4,920","719.56K","-9.73%"
"2020년 03월 08일","5,550","5,550","5,550","5,550","-","0.00%"
"2020년 03월 06일","5,550","5,810","5,810","5,450","351.39K","-4.15%"
"2020년 03월 05일","5,790","5,680","5,790","5,650","256.52K","1.40%"
"2020년 03월 04일","5,710","5,520","5,820","5,520","229.47K","1.96%"
"2020년 03월 03일","5,600","5,770","5,850","5,550","309.38K","0.18%"
"2020년 03월 02일","5,590","5,150","5,750","5,150","494.10K","7.09%"
"2020년 03월 01일","5,220","5,220","5,220","5,220","-","0.00%"
"2020년 02월 28일","5,220","5,480","5,530","5,220","291.47K","-6.12%"
"2020년 02월 27일","5,560","5,770","5,810","5,490","268.66K","-3.47%"
"2020년 02월 26일","5,760","5,600","5,880","5,520","320.27K","0.70%"
"2020년 02월 25일","5,720","5,410","5,850","5,410","380.86K","4.00%"
"2020년 02월 24일","5,500","5,690","5,790","5,500","496.50K","-6.78%"
"2020년 02월 23일","5,900","5,900","5,900","5,900","-","0.00%"
"2020년 02월 21일","5,900","6,000","6,100","5,820","485.32K","-3.28%"
"2020년 02월 20일","6,100","6,250","6,260","6,080","530.31K","-1.45%"
"2020년 02월 19일","6,190","6,350","6,360","6,130","538.03K","-1.28%"
"2020년 02월 18일","6,270","6,290","6,530","6,170","1.39M","-0.48%"
"2020년 02월 17일","6,300","6,490","6,530","6,280","501.00K","-3.37%"
"2020년 02월 16일","6,520","6,520","6,520","6,520","-","0.00%"
"2020년 02월 14일","6,520","6,400","6,600","6,350","672.08K","2.03%"
"2020년 02월 13일","6,390","6,510","6,610","6,330","912.77K","0.16%"
"2020년 02월 12일","6,380","6,380","6,430","6,310","568.67K","1.11%"
"2020년 02월 11일","6,310","6,460","6,620","6,240","1.00M","-2.62%"
"2020년 02월 10일","6,480","6,600","6,620","6,460","501.27K","-1.67%"
"2020년 02월 09일","6,590","6,590","6,590","6,590","-","0.00%"
"2020년 02월 07일","6,590","6,610","6,670","6,460","824.61K","-1.35%"
"2020년 02월 06일","6,680","6,640","6,940","6,480","2.81M","1.37%"
"2020년 02월 05일","6,590","6,350","6,630","6,240","2.27M","4.77%"
"2020년 02월 04일","6,290","6,120","6,650","6,100","2.06M","3.11%"
"2020년 02월 03일","6,100","6,080","6,300","5,960","1.04M","-1.61%"
"2020년 02월 02일","6,200","6,200","6,200","6,200","-","0.00%"
"2020년 01월 31일","6,200","6,400","6,790","6,150","2.11M","-4.62%"
"2020년 01월 30일","6,500","6,380","6,980","6,140","4.12M","1.88%"
"2020년 01월 29일","6,380","6,230","7,050","6,050","5.62M","2.41%"
"2020년 01월 28일","6,230","6,340","6,340","5,740","1.58M","-4.74%"
"2020년 01월 27일","6,540","6,540","6,540","6,540","-","0.00%"
"2020년 01월 23일","6,540","6,210","7,160","6,150","6.38M","2.19%"
"2020년 01월 22일","6,400","6,620","6,620","6,350","2.00M","-5.47%"
"2020년 01월 21일","6,770","6,070","7,240","6,020","14.91M","11.53%"
"2020년 01월 20일","6,070","6,080","6,190","6,030","714.56K","0.00%"
"2020년 01월 19일","6,070","6,070","6,070","6,070","-","0.00%"
"2020년 01월 17일","6,070","6,120","6,130","6,000","494.18K","-0.49%"
"2020년 01월 16일","6,100","6,280","6,300","6,020","1.02M","-3.33%"
"2020년 01월 15일","6,310","6,370","6,510","6,280","1.43M","-0.63%"
"2020년 01월 14일","6,350","6,450","6,530","6,250","1.82M","-2.46%"
"2020년 01월 13일","6,510","6,510","6,800","6,220","4.09M","-3.41%"
"2020년 01월 12일","6,740","6,740","6,740","6,740","-","0.00%"
"2020년 01월 10일","6,740","6,800","6,800","6,580","1.07M","1.35%"
"2020년 01월 09일","6,650","6,910","7,130","6,650","2.48M","-30.00%"
"2020년 01월 08일","9,500","10,650","10,700","8,800","3.19M","-5.00%"
"2020년 01월 07일","10,000","9,330","11,900","8,360","35.19M","6.16%"
"2020년 01월 06일","9,420","8,940","9,420","8,850","12.41M","29.93%"
"2020년 01월 05일","7,250","7,250","7,250","7,250","-","0.00%"
"2020년 01월 03일","7,250","5,620","7,250","5,530","22.87M","29.93%"
"2020년 01월 02일","5,580","5,470","5,820","5,410","1.43M","4.10%"